probe_name,35D-0H-16C-A,35D-0H-16C-B,35D-2H-16C-A,37D-2H-16C-B,40D-5H-16C-A,40D-5H-16C-B,44D-9H-16C-A,44D-9H-16C-B,37D-2H-25C-A,37D-2H-25C-B,40D-5H-25C-A,40D-5H-25C-B,44D-9H-25C-A,44D-9H-25C-B
AT5G59930,4.112700132749362,1.3219280948873624,2.070389327891398,3.84799690655495,3.9068905956085187,4.044394119358453,1.263034405833794,2.0,1.4329594072761063,3.7224660244710908,4.7865963618908065,1.5360529002402097,4.882643049361842,4.7114949066500875
AT4G13900,0.84799690655495,3.0,2.292781749227846,4.247927513443585,5.157852169141737,5.022367813028454,4.439623137557117,5.004501392234941,3.797012977836145,0.925999418556223,1.4329594072761063,3.405992359675837,2.84799690655495,1.584962500721156
AT5G25620,2.84799690655495,5.862947248020921,3.035623909730721,3.1538053360790355,5.307428525192248,3.4594316186372973,2.9818526532897405,3.2479275134435857,6.013462259806563,5.916476644437717,3.7548875021634687,5.548436624696042,6.197708157955851,5.658211482751795
AT2G47180,3.678071905112638,1.263034405833794,2.8278190246173196,5.719731056749852,5.5576551547254205,5.733354340613827,4.71699089440494,5.332707933640605,5.37851162325373,1.8875252707415875,5.599912842187128,4.9818526532897405,6.249824548616183,6.399171093819823
AT1G33950,1.9634741239748859,1.3785116232537298,4.626439136697315,1.84799690655495,1.925999418556223,1.632268215499513,4.255500733148386,2.4594316186372973,4.307428525192248,1.632268215499513,1.0,4.459431618637297,4.419538891513785,4.008988783227255
AT3G22740,3.6667565918848033,3.584962500721156,4.452858964713811,3.7548875021634687,4.177917792195843,4.078951341394822,4.343407822297814,1.8875252707415875,6.712870867689905,5.638073837180719,9.028182348460566,6.253611151947168,5.300123724569014,5.153805336079036
AT2G32030,1.263034405833794,3.990954860396993,5.24031432933371,4.357552004618084,1.070389327891398,4.4329594072761065,2.350497247084133,2.263034405833794,3.0531113364595623,1.2016338611696504,1.8073549220576042,4.19377174339668,4.8529975876133165,3.797012977836145
AT1G65860,4.498250867527825,4.350497247084133,6.129283016944966,5.523561956057013,2.232660756790275,3.4462562298895643,3.9726926540042644,4.399171093819823,6.287250643254617,5.346956889378885,8.303324126859511,5.678071905112637,2.035623909730721,5.436295119839363
AT3G43040,3.8278190246173196,0.37851162325372983,1.4854268271702415,1.263034405833794,0.37851162325372983,3.786596361890807,3.3074285251922473,3.711494906650088,3.8579809951275723,1.0,3.523561956057013,1.2016338611696504,2.7224660244710908,3.584962500721156
AT5G24530,8.804776377955827,8.217715411350675,10.132885253625162,10.124250579786882,10.347510643287686,9.669948004116053,9.870056418472949,9.924664070554476,8.070389327891398,7.947198584262056,7.217230716220669,6.613236954716332,5.669593751188333,7.391458420049668
AT3G53960,4.517275693209582,1.925999418556223,2.7441610955704103,2.070389327891398,2.4329594072761065,4.37851162325373,2.070389327891398,1.9634741239748859,5.095924419998536,3.944858445807539,5.361066488794321,2.560714954474479,5.236492618381302,4.963474123974886
AT5G51440,4.350497247084133,3.84799690655495,2.169925001442312,1.6780719051126378,0.84799690655495,4.121015400961366,1.765534746362977,1.2016338611696504,2.035623909730721,4.446256229889564,2.2016338611696504,4.371558862611963,3.963474123974886,4.498250867527825
AT5G62280,1.4329594072761063,1.0,2.2016338611696504,1.070389327891398,1.584962500721156,1.925999418556223,1.4854268271702415,1.5360529002402097,4.548436624696042,3.5360529002402097,2.405992359675837,4.614709844115208,5.402585758232587,3.7224660244710908
AT1G31080,4.177917792195843,1.070389327891398,4.185866545311334,1.070389327891398,1.925999418556223,3.9818526532897405,3.2016338611696504,0.84799690655495,1.632268215499513,3.263034405833794,0.6780719051126377,3.572889668420581,1.632268215499513,4.008988783227255
AT5G10760,7.644577357018378,7.340740280630179,9.072534599722955,9.16591193893569,10.12127448240965,9.664091678176714,9.402585758232588,10.037958701586403,7.526694845541976,7.960001932068081,7.257387842692652,6.157852169141737,5.104336659814735,7.177917792195843
AT1G80820,1.8875252707415875,3.944858445807539,3.169925001442312,5.529820946528695,4.882643049361842,1.925999418556223,4.017921907997263,5.4561490346479955,1.4329594072761063,4.112700132749362,1.722466024471091,1.4329594072761063,3.560714954474479,2.405992359675837
AT3G23190,2.321928094887362,4.277984747299765,4.536052900240209,1.3219280948873624,4.578938713093386,1.3785116232537298,4.2630344058337934,4.968090752045256,3.786596361890807,1.5360529002402097,4.608809242675524,3.4594316186372973,2.37851162325373,1.632268215499513
AT1G55700,4.602884408718419,4.590961241342599,2.678071905112638,5.070389327891398,2.321928094887362,5.259272487037594,4.8875252707415875,5.044394119358453,3.817623257511431,1.1375035237499351,3.350497247084133,4.837943241891027,2.232660756790275,1.584962500721156
AT1G68880,1.3219280948873624,0.37851162325372983,4.560714954474479,4.0,2.7224660244710908,2.292781749227846,2.5109619192773796,3.523561956057013,1.070389327891398,1.9634741239748859,4.104336659814735,4.357552004618084,4.560714954474479,0.84799690655495
AT3G50320,3.5109619192773796,0.925999418556223,3.7548875021634687,2.292781749227846,1.2016338611696504,2.584962500721156,1.070389327891398,1.263034405833794,0.765534746362977,4.026800059343715,1.070389327891398,3.925999418556223,4.968090752045256,3.263034405833794
AT5G64590,3.3362833878644325,1.3219280948873624,5.149747119504682,3.8379432418910273,1.8875252707415875,1.4854268271702415,4.217230716220669,1.84799690655495,1.5360529002402097,2.035623909730721,4.902073579310743,3.786596361890807,3.7548875021634687,1.4329594072761063
AT5G22390,3.8379432418910273,4.307428525192248,5.087462841250339,5.804776377955828,4.958842675243241,5.371558862611963,5.357552004618084,4.733354340613827,2.6322682154995127,1.3219280948873624,0.84799690655495,2.350497247084133,3.548436624696042,3.655351828612554
AT5G48710,1.4329594072761063,1.070389327891398,4.608809242675524,2.350497247084133,1.5360529002402097,3.169925001442312,3.8972404255747994,4.008988783227255,1.0,1.5360529002402097,1.5360529002402097,1.4329594072761063,4.802193216941825,3.678071905112638
AT5G64770,1.6780719051126378,0.765534746362977,4.285402218862249,2.765534746362977,0.37851162325372983,1.632268215499513,3.8579809951275723,0.925999418556223,2.37851162325373,2.84799690655495,0.5849625007211562,4.321928094887363,4.371558862611963,3.292781749227846
AT3G26290,6.364572432295856,5.986410935252045,4.7114949066500875,4.321928094887363,3.8379432418910273,4.643856189774724,5.314696525656286,4.20163386116965,7.293701542080735,7.2143191208007655,6.3750394313469245,7.3750394313469245,7.867278739709662,7.773468927905194
AT4G09820,3.9726926540042644,1.632268215499513,4.614709844115208,4.498250867527825,4.958842675243241,5.399171093819823,4.940166750482817,4.906890595608519,2.350497247084133,4.364572432295856,1.3219280948873624,2.4329594072761065,4.399171093819823,2.169925001442312
AT3G14680,3.9068905956085187,0.84799690655495,1.3219280948873624,0.765534746362977,1.1375035237499351,3.0,1.4329594072761063,1.3219280948873624,3.350497247084133,3.877744249949002,2.7224660244710908,4.24031432933371,1.3219280948873624,4.329123596291566
AT2G31210,0.925999418556223,3.405992359675837,4.4329594072761065,0.765534746362977,0.925999418556223,1.070389327891398,1.5360529002402097,2.84799690655495,3.5109619192773796,3.9354597478052895,1.3785116232537298,3.7548875021634687,3.0874628412503395,3.944858445807539
AT1G69710,3.786596361890807,3.169925001442312,2.807354922057604,1.8875252707415875,0.37851162325372983,2.169925001442312,0.765534746362977,3.877744249949002,3.137503523749935,3.9726926540042644,4.392317422778761,4.807354922057604,0.925999418556223,1.263034405833794
AT4G33960,4.026800059343715,5.965784284662087,2.4594316186372973,4.405992359675837,4.465974464504069,3.8278190246173196,3.867896463992655,4.572889668420581,6.898450232807866,5.381975478557301,7.098032082960526,6.700439718141092,6.655351828612554,6.151777654732053
AT5G22570,4.8529975876133165,5.318316841334983,7.190812367916136,7.678776174123884,4.897240425574799,5.409390936137702,4.590961241342599,5.255500733148386,2.8875252707415875,4.285402218862249,2.169925001442312,3.4724877714627436,2.070389327891398,3.9541963103868754
AT2G30770,3.4724877714627436,1.84799690655495,4.791814071161826,1.584962500721156,1.3785116232537298,4.465974464504069,1.1375035237499351,3.8278190246173196,3.7548875021634687,4.321928094887363,1.4854268271702415,2.169925001442312,1.722466024471091,1.584962500721156
AT5G15850,3.035623909730721,2.807354922057604,6.266786540694901,5.857980995127572,5.643856189774724,5.870364719583405,6.118941072723508,6.392317422778761,5.133399125417198,3.0531113364595623,3.321928094887362,4.700439718141092,3.3074285251922473,4.026800059343715
AT3G30610,1.070389327891398,0.5849625007211562,3.584962500721156,0.765534746362977,4.153805336079036,1.3219280948873624,3.655351828612554,1.0,3.776103988073164,3.0874628412503395,4.121015400961366,1.5360529002402097,1.722466024471091,2.678071905112638
AT4G00320,1.0,3.548436624696042,3.765534746362977,0.84799690655495,3.6205864104518777,1.0,0.765534746362977,3.1210154009613658,3.035623909730721,1.263034405833794,3.321928094887362,3.84799690655495,4.749534267669262,3.643856189774725
AT2G19990,1.1375035237499351,4.321928094887363,2.608809242675524,3.5109619192773796,2.263034405833794,2.137503523749935,2.0,0.925999418556223,4.095924419998536,1.263034405833794,5.38543103719352,4.465974464504069,3.292781749227846,1.2016338611696504
AT2G22510,4.614709844115208,4.700439718141092,4.944858445807539,4.517275693209582,1.070389327891398,4.590961241342599,3.4854268271702415,4.20945336562895,4.307428525192248,1.3219280948873624,1.925999418556223,3.070389327891398,3.7548875021634687,1.1375035237499351
AT3G16330,2.6322682154995127,3.137503523749935,4.087462841250339,4.8875252707415875,5.121015400961366,2.560714954474479,5.19377174339668,6.224966365000275,2.137503523749935,4.137503523749935,2.963474123974886,2.0,2.137503523749935,2.169925001442312
AT1G76220,1.584962500721156,2.807354922057604,4.247927513443585,3.678071905112638,3.37851162325373,0.765534746362977,3.867896463992655,3.7224660244710908,4.2630344058337934,4.017921907997263,3.711494906650088,1.2016338611696504,0.48542682717024166,1.4854268271702415
AT4G31960,3.560714954474479,1.4854268271702415,2.1043366598147357,3.350497247084133,3.9541963103868754,3.8278190246173196,0.765534746362977,4.017921907997263,3.776103988073164,1.2016338611696504,1.263034405833794,2.37851162325373,4.940166750482817,1.263034405833794
AT1G64900,1.765534746362977,1.722466024471091,2.8278190246173196,3.017921907997262,1.070389327891398,2.292781749227846,4.026800059343715,3.990954860396993,5.213347281733441,4.608809242675524,2.169925001442312,2.700439718141092,5.06177619758669,5.112700132749362
AT1G76210,3.689299160535892,0.84799690655495,1.263034405833794,2.263034405833794,0.5849625007211562,3.0531113364595623,0.2630344058337938,3.4982508675278257,1.4329594072761063,3.9068905956085187,3.1858665453113337,3.84799690655495,0.48542682717024166,2.8278190246173196
